1;54;536;
2;115;489;
3;176;420;
4;222;352;
5;255;286;
6;292;214;
7;345;138;
8;421;176;
9;488;222;
10;555;273;
11;623;324;
12;706;381;
13;776;449;
14;716;521;
15;655;588;
16;604;653;
17;543;726;
18;467;666;
19;399;598;
20;324;536;
21;251;497;
22;184;521;
23;115;547;
24;47;572;
