4,41,0,1
5,40,0,1
6,19,0,1
7,17,0,1
10,25,0,1
14,37,0,1
15,17,0,1
17,37,0,1
19,4,0,1
22,41,0,1
25,44,0,1
28,4,0,1
29,50,0,1
30,35,0,1
31,41,0,1
32,50,0,1
33,41,0,1
35,22,0,1
36,42,0,1
37,41,0,1
40,22,0,1
41,41,0,1
42,22,0,1
43,14,0,1
44,41,0,1
46,33,0,1
47,46,0,1
48,33,0,1
50,31,0,1
