5,1,5 ff,0
6,1,6 ff,0
7,1,7 ff,0
10,1,10 ff,0
14,1,14 ff,0
15,1,15 ff,0
17,1,17 ff,0
19,1,19 ff,0
22,1,22 ff,0
25,1,25 ff,0
28,1,28 ff,0
29,1,29 ff,0
30,1,30 ff,0
31,1,31 ff,0
32,1,32 ff,0
33,1,33 ff,0
35,1,35 ff,0
36,1,36 ff,0
37,1,37 ff,0
40,1,40 ff,0
41,1,41 ff,0
42,1,42 ff,0
43,1,43 ff,0
44,1,44 ff,0
46,1,46 ff,0
47,1,47 ff,0
48,1,48 ff,0
50,1,50 ff,0
104,1,104 ff,0
