txnode;txpower;plen;rxnode;request;n;mean;min;max;q1;median;q3;stddev;loss;noise_n;noise_mean;noise_stddev;alive_n;millitimeStart;millitimeStop
36;31;0;4;0;7394;-21.217338;-30.0;-13.0;-25.0;-20.0;-19.0;3.401206;0.000811;987;75.762918;2.570413;493;1338124109884;1338888846009
36;31;0;5;0;7400;-1.948919;-10.0;2.0;-4.0;-2.0;0.0;2.055083;0.000000;988;75.400810;3.756424;495;1338124109884;1338888846009
36;31;0;6;0;7397;-21.110856;-33.0;-11.0;-24.0;-20.0;-18.0;4.117676;0.000405;983;77.167854;1.871456;497;1338124109884;1338888846009
36;31;0;7;0;7373;-38.483928;-42.0;-34.0;-39.0;-38.0;-37.0;2.147420;0.003649;985;76.973604;1.162295;493;1338124109884;1338888846009
36;31;0;10;0;7396;-19.208356;-28.0;-9.0;-21.0;-19.0;-16.0;5.933550;0.000541;981;76.073394;1.732262;498;1338124109884;1338888846009
36;31;0;12;0;7400;-19.402027;-25.0;-14.0;-21.0;-20.0;-17.0;2.454422;0.000000;983;74.147508;2.003970;496;1338124109884;1338888846009
36;31;0;13;0;7400;-6.683784;-12.0;-1.0;-8.0;-7.0;-5.0;2.271956;0.000000;975;76.438974;2.740322;488;1338124109884;1338888846009
36;31;0;14;0;7047;-39.762878;-41.0;-38.0;-40.0;-39.0;-39.0;1.599512;0.047703;988;77.659919;1.137788;500;1338124109884;1338888846009
36;31;0;15;0;2;-49.000000;-49.0;-49.0;-49.0;-49.0;-49.0;0.000000;0.999730;979;74.104188;0.435365;498;1338124109884;1338888846009
36;31;0;17;0;5082;-43.841401;-48.0;-38.0;-45.0;-45.0;-42.0;2.171553;0.313243;980;75.287755;0.858088;488;1338124109884;1338888846009
36;31;0;22;0;7342;-22.645056;-38.0;-11.0;-26.0;-21.0;-18.0;5.352994;0.007838;986;74.064909;2.251643;494;1338124109884;1338888846009
36;31;0;25;0;7394;-19.062077;-27.0;-14.0;-21.0;-19.0;-17.0;3.387234;0.000811;982;74.671079;2.212641;484;1338124109884;1338888846009
36;31;0;28;0;7367;-28.458531;-39.0;-15.0;-32.0;-28.0;-25.0;4.775735;0.004459;978;77.080777;1.761239;496;1338124109884;1338888846009
36;31;0;29;0;7391;-18.770532;-27.0;-15.0;-21.0;-17.0;-17.0;3.508482;0.001216;976;72.082992;2.760951;490;1338124109884;1338888846009
36;31;0;30;0;7379;-19.495325;-27.0;-11.0;-21.0;-19.0;-17.0;3.857776;0.002838;977;73.818833;2.944663;496;1338124109884;1338888846009
36;31;0;31;0;7359;-22.024188;-31.0;-13.0;-24.0;-22.0;-19.0;5.124990;0.005541;985;73.485279;2.767780;489;1338124109884;1338888846009
36;31;0;32;0;7400;-19.297027;-25.0;-14.0;-21.0;-19.0;-18.0;3.092902;0.000000;981;77.095821;1.667515;485;1338124109884;1338888846009
36;31;0;33;0;7242;-34.786109;-47.0;-23.0;-38.0;-34.0;-32.0;4.535786;0.021351;982;76.023422;1.566228;491;1338124109884;1338888846009
36;31;0;35;0;7399;-16.011758;-20.0;-9.0;-16.0;-14.0;-13.0;6.207418;0.000135;984;75.176829;4.567481;485;1338124109884;1338888846009
36;31;0;37;0;7392;-33.755005;-39.0;-29.0;-35.0;-33.0;-32.0;2.163125;0.001081;979;74.840654;1.196083;497;1338124109884;1338888846009
36;31;0;41;0;7379;-24.542485;-36.0;-18.0;-27.0;-25.0;-21.0;3.868877;0.002838;983;77.338759;1.466598;490;1338124109884;1338888846009
36;31;0;42;0;7383;-12.367466;-20.0;-6.0;-14.0;-12.0;-10.0;4.365514;0.002297;977;74.623337;2.565013;499;1338124109884;1338888846009
36;31;0;43;0;6214;-43.818635;-47.0;-40.0;-45.0;-44.0;-43.0;1.606491;0.160270;984;76.343496;0.700166;489;1338124109884;1338888846009
36;31;0;44;0;7400;-11.318378;-17.0;-6.0;-13.0;-11.0;-10.0;2.407581;0.000000;987;74.100304;2.799426;482;1338124109884;1338888846009
36;31;0;46;0;6991;-34.708768;-44.0;-25.0;-37.0;-35.0;-32.0;4.133451;0.055270;986;76.407708;1.422124;496;1338124109884;1338888846009
36;31;0;47;0;6746;-41.292173;-47.0;-32.0;-44.0;-43.0;-39.0;4.154809;0.088378;985;76.335025;0.938907;491;1338124109884;1338888846009
36;31;0;48;0;7382;-31.514901;-35.0;-27.0;-32.0;-31.0;-30.0;3.309691;0.002432;981;75.146789;1.193034;494;1338124109884;1338888846009
36;31;0;50;0;7400;-14.013514;-25.0;-9.0;-17.0;-14.0;-11.0;2.781755;0.000000;984;75.313008;4.175401;491;1338124109884;1338888846009
36;31;16;4;0;7391;-21.104993;-33.0;-13.0;-25.0;-20.0;-19.0;3.503845;0.001216;981;76.020387;3.909120;485;1338124230208;1338888966284
36;31;16;5;0;7400;-1.741486;-7.0;2.0;-3.0;-1.0;0.0;1.987271;0.000000;987;75.826748;5.788126;497;1338124230208;1338888966284
36;31;16;6;0;7397;-21.099094;-33.0;-10.0;-24.0;-21.0;-18.0;4.197922;0.000405;986;77.387424;3.279842;495;1338124230208;1338888966284
36;31;16;7;0;7299;-38.452254;-42.0;-34.0;-39.0;-38.0;-37.0;2.113526;0.013649;980;76.995918;1.330089;490;1338124230208;1338888966284
36;31;16;10;0;7371;-19.186271;-28.0;-9.0;-21.0;-19.0;-16.0;5.779758;0.003919;970;76.332990;3.119473;493;1338124230208;1338888966284
36;31;16;12;0;7400;-19.332838;-25.0;-14.0;-21.0;-19.0;-17.0;2.413169;0.000000;983;74.238047;2.675661;492;1338124230208;1338888966284
36;31;16;13;0;7400;-6.500811;-12.0;-1.0;-8.0;-6.0;-5.0;2.256375;0.000000;984;76.713415;4.606067;496;1338124230208;1338888966284
36;31;16;14;0;6949;-39.727299;-41.0;-38.0;-40.0;-39.0;-39.0;1.571013;0.060946;990;77.643434;1.280298;491;1338124230208;1338888966284
36;31;16;15;0;2;-48.500000;-49.0;-48.0;-49.0;-48.5;-48.0;0.707107;0.999730;980;74.096939;0.393760;492;1338124230208;1338888966284
36;31;16;17;0;4957;-43.861610;-49.0;-38.0;-45.0;-45.0;-42.0;2.180563;0.330135;975;75.266667;0.823591;498;1338124230208;1338888966284
36;31;16;22;0;7320;-22.762158;-38.0;-11.0;-26.0;-21.0;-18.0;5.612467;0.010811;984;74.266260;3.406092;495;1338124230208;1338888966284
36;31;16;25;0;7394;-18.895997;-27.0;-11.0;-21.0;-19.0;-17.0;3.207193;0.000811;979;75.005107;3.986810;494;1338124230208;1338888966284
36;31;16;28;0;7359;-28.308058;-40.0;-17.0;-32.0;-27.0;-26.0;4.614887;0.005541;972;77.036008;1.766416;493;1338124230208;1338888966284
36;31;16;29;0;7399;-18.712394;-24.0;-15.0;-20.0;-17.0;-17.0;3.747721;0.000135;984;72.085366;2.881313;494;1338124230208;1338888966284
36;31;16;30;0;7387;-19.135644;-27.0;-11.0;-21.0;-19.0;-17.0;3.237551;0.001757;986;73.829615;2.751534;495;1338124230208;1338888966284
36;31;16;31;0;7399;-21.998378;-31.0;-13.0;-24.0;-23.0;-19.0;4.610893;0.000135;987;73.492401;2.996396;490;1338124230208;1338888966284
36;31;16;32;0;7399;-19.337478;-25.0;-14.0;-21.0;-19.0;-18.0;3.331758;0.000135;988;77.394737;3.609631;498;1338124230208;1338888966284
36;31;16;33;0;7175;-34.797770;-44.0;-25.0;-37.0;-34.0;-32.0;4.481999;0.030405;985;76.172589;2.190765;485;1338124230208;1338888966284
36;31;16;35;0;7399;-15.870929;-18.0;-10.0;-15.0;-14.0;-13.0;6.120067;0.000135;981;74.970438;3.550243;498;1338124230208;1338888966284
36;31;16;37;0;7381;-33.582306;-37.0;-29.0;-34.0;-33.0;-32.0;2.099724;0.002568;987;75.088146;2.451421;496;1338124230208;1338888966284
36;31;16;41;0;7374;-24.305533;-36.0;-18.0;-27.0;-25.0;-21.0;3.752455;0.003514;980;77.583673;3.005976;497;1338124230208;1338888966284
36;31;16;42;0;7397;-12.062863;-20.0;-5.0;-14.0;-12.0;-10.0;3.791621;0.000405;977;74.877175;4.032052;498;1338124230208;1338888966284
36;31;16;43;0;6015;-43.703408;-47.0;-40.0;-45.0;-44.0;-43.0;1.482459;0.187162;980;76.393878;0.840718;490;1338124230208;1338888966284
36;31;16;44;0;7400;-11.046892;-17.0;-6.0;-13.0;-11.0;-10.0;2.408446;0.000000;991;74.216953;3.495214;498;1338124230208;1338888966284
36;31;16;46;0;6738;-34.461264;-46.0;-23.0;-37.0;-34.0;-31.0;4.068772;0.089459;986;76.378296;1.659275;487;1338124230208;1338888966284
36;31;16;47;0;6392;-40.894712;-48.0;-32.0;-44.0;-43.0;-39.0;4.199272;0.136216;977;76.459570;1.436017;486;1338124230208;1338888966284
36;31;16;48;0;7377;-31.507117;-35.0;-27.0;-32.0;-31.0;-30.0;3.383999;0.003108;985;75.436548;2.612564;493;1338124230208;1338888966284
36;31;16;50;0;7400;-13.815000;-21.0;-9.0;-17.0;-14.0;-11.0;2.865120;0.000000;983;75.319430;4.273456;493;1338124230208;1338888966284
36;31;64;4;0;7384;-21.173483;-34.0;-10.0;-25.0;-20.0;-19.0;3.496574;0.002162;975;76.441026;5.001063;494;1338124350498;1338889086716
36;31;64;5;0;7399;-1.786863;-7.0;2.0;-3.0;-2.0;0.0;1.955122;0.000135;981;76.560652;8.208609;493;1338124350498;1338889086716
36;31;64;6;0;7388;-20.940850;-30.0;-11.0;-23.0;-20.0;-18.0;4.129112;0.001622;977;77.883316;4.893821;489;1338124350498;1338889086716
36;31;64;7;0;7331;-38.478925;-44.0;-33.0;-40.0;-38.0;-37.0;2.175377;0.009324;977;77.272262;2.143800;489;1338124350498;1338889086716
36;31;64;10;0;7387;-19.102748;-28.0;-9.0;-21.0;-19.0;-16.0;5.764714;0.001757;987;76.850051;5.266316;487;1338124350498;1338889086716
36;31;64;12;0;7396;-19.465387;-27.0;-14.0;-21.0;-19.0;-17.0;2.531963;0.000541;978;74.886503;5.211632;492;1338124350498;1338889086716
36;31;64;13;0;7400;-6.692703;-12.0;-1.0;-8.0;-7.0;-5.0;2.245544;0.000000;981;77.204893;6.364748;490;1338124350498;1338889086716
36;31;64;14;0;6996;-39.683105;-41.0;-38.0;-40.0;-39.0;-39.0;1.455386;0.054595;985;77.789848;1.654477;488;1338124350498;1338889086716
36;31;64;17;0;5078;-43.830248;-49.0;-38.0;-45.0;-45.0;-42.0;2.096438;0.313784;977;75.372569;1.199549;498;1338124350498;1338889086716
36;31;64;22;0;7330;-22.806412;-38.0;-14.0;-26.0;-21.0;-18.0;5.580118;0.009459;981;74.708461;5.095879;484;1338124350498;1338889086716
36;31;64;25;0;7390;-18.898241;-27.0;-11.0;-21.0;-19.0;-17.0;3.240516;0.001351;983;75.456765;5.643690;494;1338124350498;1338889086716
36;31;64;28;0;7303;-28.338765;-41.0;-17.0;-32.0;-28.0;-25.0;4.784652;0.013108;979;77.613892;3.840380;488;1338124350498;1338889086716
36;31;64;29;0;7399;-18.549939;-24.0;-15.0;-20.0;-17.0;-17.0;3.020326;0.000135;987;72.917933;6.259302;495;1338124350498;1338889086716
36;31;64;30;0;7371;-19.167006;-27.0;-11.0;-21.0;-19.0;-17.0;3.318372;0.003919;986;74.597363;5.792272;483;1338124350498;1338889086716
36;31;64;31;0;7389;-21.939234;-31.0;-12.0;-24.0;-22.0;-19.0;4.438013;0.001486;981;74.195719;5.385773;499;1338124350498;1338889086716
36;31;64;32;0;7395;-19.321028;-25.0;-14.0;-21.0;-19.0;-18.0;3.169751;0.000676;984;77.762195;4.768534;494;1338124350498;1338889086716
36;31;64;33;0;7080;-34.460028;-46.0;-24.0;-37.0;-34.0;-31.0;4.570502;0.043243;985;76.353299;2.951342;496;1338124350498;1338889086716
36;31;64;35;0;7397;-15.900771;-20.0;-9.0;-16.0;-14.0;-13.0;6.086997;0.000405;982;75.327902;5.227195;487;1338124350498;1338889086716
36;31;64;37;0;7346;-33.651103;-39.0;-29.0;-35.0;-33.0;-32.0;2.310917;0.007297;981;75.420999;3.409939;492;1338124350498;1338889086716
36;31;64;41;0;7338;-24.262742;-35.0;-17.0;-27.0;-25.0;-21.0;3.439848;0.008378;980;77.983673;4.310917;490;1338124350498;1338889086716
36;31;64;42;0;7370;-11.722524;-17.0;-6.0;-13.0;-11.0;-10.0;3.680140;0.004054;985;75.672081;6.923734;488;1338124350498;1338889086716
36;31;64;43;0;5911;-43.617493;-48.0;-40.0;-45.0;-44.0;-43.0;1.489964;0.201216;984;76.514228;1.296290;497;1338124350498;1338889086716
36;31;64;44;0;7400;-11.153108;-17.0;-6.0;-13.0;-11.0;-10.0;2.462025;0.000000;982;75.219959;7.159924;488;1338124350498;1338889086716
