txnode;txpower;plen;rxnode;request;n;mean;min;max;q1;median;q3;stddev;loss;noise_n;noise_mean;noise_stddev;alive_n;millitimeStart;millitimeStop
46;31;0;4;0;7352;-29.778428;-46.0;-19.0;-35.0;-29.0;-24.0;6.616844;0.006486;976;75.639344;1.850585;490;1338123748002;1338888484943
46;31;0;5;0;6948;-38.845279;-48.0;-31.0;-42.0;-39.0;-36.0;3.734045;0.061081;975;75.205128;1.062220;499;1338123748002;1338888484943
46;31;0;6;0;7382;-29.347738;-31.0;-28.0;-30.0;-29.0;-29.0;1.398141;0.002432;979;77.040858;1.221135;494;1338123748002;1338888484943
46;31;0;7;0;7394;-26.778604;-38.0;-20.0;-30.0;-26.0;-24.0;3.173264;0.000811;982;76.909369;1.244328;491;1338123748002;1338888484943
46;31;0;10;0;7304;-32.942771;-38.0;-29.0;-34.0;-32.0;-31.0;2.605361;0.012973;990;76.063636;1.288901;491;1338123748002;1338888484943
46;31;0;12;0;6564;-39.200640;-49.0;-28.0;-43.0;-38.0;-37.0;4.358650;0.112973;985;74.135025;1.232620;486;1338123748002;1338888484943
46;31;0;13;0;7098;-35.176388;-41.0;-30.0;-37.0;-35.0;-34.0;2.362080;0.040811;982;76.255601;1.057397;486;1338123748002;1338888484943
46;31;0;14;0;7396;-24.386560;-32.0;-20.0;-26.0;-24.0;-22.0;3.214483;0.000541;981;77.689093;2.200226;483;1338123748002;1338888484943
46;31;0;15;0;4548;-44.401055;-49.0;-39.0;-46.0;-45.0;-43.0;2.341828;0.385405;982;74.108961;0.581170;494;1338123748002;1338888484943
46;31;0;17;0;6334;-33.776918;-47.0;-21.0;-37.0;-33.0;-30.0;5.520297;0.144054;982;75.255601;0.787805;495;1338123748002;1338888484943
46;31;0;22;0;7398;-19.930522;-21.0;-18.0;-20.0;-20.0;-19.0;1.348560;0.000270;980;74.007143;1.961569;492;1338123748002;1338888484943
46;31;0;25;0;7302;-35.083813;-43.0;-27.0;-37.0;-35.0;-33.0;3.516075;0.013243;985;74.660914;1.769418;495;1338123748002;1338888484943
46;31;0;28;0;7396;-13.315982;-21.0;-9.0;-15.0;-14.0;-11.0;2.387780;0.000541;978;77.225971;3.269389;494;1338123748002;1338888484943
